isEdited,developerResponse,userName,review,date,title,rating,app_name,app_id
False,"{'id': 22517012, 'body': ""Thanks for your review, we apologize that we don't currently have landscape mode available on iPads. I have shared your feedback with our product team for them to consider in future updates. In the meantime, please contact us at info@sanvello.com if you have any questions, either about the app or beginning therapy services. "", 'modified': '2021-04-28T18:03:33Z'}",Gilly-The-Kid,"Sanvello, I’ve been with you since before you renamed the app and service.  I’ve paid money, because I believe in supporting for the service and content.
Please... can you make the app landscape mode for iPad?  I use the apple keyboard and have my iPad in landscape mode 100% of my daily usage.

A pretty good app.  I’m considering the therapy piece.",2021-04-26 02:24:19,Landscape Mode Needed on iPad,3,sanvello-anxiety-depression,922968861
False,"{'id': 21223382, 'body': 'Thanks for your review and feedback, we really appreciate it. I will share this feedback with our development team for them to consider moving forward. In the meantime, please reach out at info@sanvello.com if you ever have and questions or recommendations for us going forward.', 'modified': '2021-02-22T22:10:18Z'}",Pomeranian_lover13,The only real issue I have with it is that people don’t get to say what the think in terms of I agree or disagree on posts like if someone says they are struggling and you like it to say you agree then it could be taken as you liked that they were struggling.,2021-02-19 22:15:47,Great,4,sanvello-anxiety-depression,922968861
False,"{'id': 18201447, 'body': '💖💖Beautiful review! ⭐⭐⭐⭐⭐ Thank you. ', 'modified': '2020-09-30T16:56:51Z'}",Angel Sile,"I love this app!! Ever since I downloaded it, my mental health has accelerated by far. Mental health doesn’t come from an app, and I think that Sanvello is aware of it, but it makes it so much easier to be self aware. I love all of the opportunities to be mindful. Best mental health app I’ve ever used! Love!!",2020-09-26 16:21:59,❤️❤️,5,sanvello-anxiety-depression,922968861
False,,jen.smoczyk,This has been a game changer for my mental health. ESPECIALLY in these crazy times. It doesn’t take a ton of time if you don’t have it AND the notifications hold you accountable without being annoying.,2020-06-19 15:28:43,An honest to god lifesaver,5,sanvello-anxiety-depression,922968861
False,,BindiBrae,"This is an amazing tool, I’m so grateful to have found it through my health insurance app.  It’s really helped me with my stress and anxiety.  Just needs a few bug fixes that for frozen screen or not registering that I’ve completed a task.",2020-05-15 22:14:34,So helpful!,5,sanvello-anxiety-depression,922968861
False,,Amberppppp,Really nice app available to me through my healthcare provider for free. I have been using for two weeks and it provides short usable content to help me make small changes to my life over time.,2020-04-21 12:36:12,Great app,5,sanvello-anxiety-depression,922968861
False,,Zackattack FTW 8403,"This app is amazing, during this horrible time (COVID-18) they have free premium. It helped me stay calm with all the activities they offered. I would highly recommend this to anyone who has anxiety or trouble calming down. Thank you developers!!",2020-04-06 14:56:47,Anxiety Reducing,5,sanvello-anxiety-depression,922968861
False,"{'id': 13139664, 'body': ""Thank you so very much for testing the app and for teaching your friends how to be a better support with those struggling with mental health issues. If you have any questions or additional feedback, please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-27T14:42:17Z'}",filbert246,I tested this app because I teach friends how to be a better support for those struggling with mental health issues. I found it is also helpful for me to check my own thinking as I have ADHD.,2020-01-26 19:17:31,Test of app turned into purchase,5,sanvello-anxiety-depression,922968861
False,"{'id': 23028388, 'body': ""Thanks so much for your review! We're happy to hear Sanvello was able to help curb your panic attacks and anxiety😊 Please contact us at info@sanvello.com if you ever have any questions or recommendations on how we can improve even more in the future!"", 'modified': '2021-05-26T16:35:19Z'}",SupaNik47,"I have tried a lot of apps and different techniques to help stop my panic attacks and anxiety. So far, this app has been so informative and helpful. It’s like the people that developed it have experienced exactly what I do. I am loving it so far!!",2021-05-19 21:54:35,Finally,5,sanvello-anxiety-depression,922968861
False,"{'id': 13082872, 'body': ""Thank you so very much for taking the time to write this review. We truly appreciate it! If you have any questions or additional feedback please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-23T14:46:19Z'}",Rionoir,"I’ve been waiting for a decent CBT app to come out - and here it is!  If you are stuck on your head, this is the type of app you need to help you collect your thoughts and focus them in a different direction.  So grateful...",2020-01-23 02:39:16,Finally a CBT app!,5,sanvello-anxiety-depression,922968861
False,,AJ DJ,I have only had this app for a week and I am amazed at how it has changed my life so far. This app has helped me find peace and happiness more and more each time I do a lesson. I can find peace each and every time I use this app.,2020-04-15 04:54:16,Peace,5,sanvello-anxiety-depression,922968861
False,,eeeleeeenaaaa,You don’t need to pay a subscription to get the perks of the app. It’s really easy to navigate and quite helpful. You can use it as a mini diary and track your “emotions” over the week.,2021-06-20 06:11:46,Great app,5,sanvello-anxiety-depression,922968861
False,,mollyvenice06,"this app is amazing, i’d dive it more stars if i could. it’s super relaxing and easy to use. there’s so many different things they have set up to help with anxiety and depression. if you don’t like meditating you have other options too. i love the hope boards they have set up. it’s a really good way to help change your mood when it’s not the best. it’s super helpful and you will see a change  right away. i love this app so much and i would highly recommend.",2020-11-16 15:23:54,i love this app !!,5,sanvello-anxiety-depression,922968861
False,"{'id': 21820776, 'body': ""Thanks for your review, we apologize for the issues you've run into with navigation in the app. We'll share this feedback with our product team for them to consider in future releases. Please contact us at info@sanvello.com if you have any questions or would like to provide specific examples of locations in the app that you thought were difficult to navigate, we would very much appreciate it."", 'modified': '2021-03-23T15:18:29Z'}",Mayur tolani,I would highly recommend the app developers to get the app reviewed with UX. It seems as if no user study was done. The app seems too much to learn before actually using it. An anxious person might go more anxious by the mammoth of options presented and the weird navigation in the app. Moreover user may quit the app in the first few uses itself.,2021-03-20 05:42:25,The user experience is very bad,2,sanvello-anxiety-depression,922968861
