title,isEdited,userName,date,review,rating,app_name,app_id,developerResponse
"A great meditation app, but too much expensive!",False,Rachurbanski123,2020-07-05 01:49:00,"In the Headspace article thing, the creator or whatever said she was trying to keep it simple I think, well I don’t have 300 bucks just laying around... I think you should make it a free app or at least just make less of the little sound things locked. It is an amazing app!! But I just want to meditate in peace and not worry about the huge amount of money I’m paying for this.",3,headspace-meditation-sleep,493145008,
Amazing!,False,Meow joe,2020-07-01 07:44:41,"I really love this app a lot! It helps me with sleep and stress and I’ve been able to actually sleep through the night as an insomniac! I’m a particular fan of the ASMR options, however, there are only two. If it is possible, could you add more ASMR options? They really help me a lot and I think I can say the same for others. Other than that, amazing app! 😁",4,headspace-meditation-sleep,493145008,
Almost a customer,False,jerz4lunch,2020-06-11 00:24:53,"About a week ago, I noticed that there was an option for a lifetime subscription. Went to download it today, and that option no longer exists. Was really looking forward to using this app. I wouldn’t mind paying upwards of $1k for lifetime access. Just offer it, and I’ll buy it. You really missed a great opportunity. Sorry, but for now, I’ll have to pass on this one.",3,headspace-meditation-sleep,493145008,"{'id': 15954084, 'body': ""So sorry for any inconvenience! We discontinued our Lifetime subscription in April 2020, but please feel free to reach out to our team at help@headspace.com if you're interested in our annual or monthly plans."", 'modified': '2020-06-12T23:58:33Z'}"
Life-Saver,False,banana0709,2020-03-25 12:12:15,"I have dealt with mild to severe anxiety over the years along with depression and insomnia and this app has been the only thing to have ever help me sleep, meditate, and survive anxiety. I use it every single day and i wouldn’t ever get rid of it. I have recommended it to my coworkers, friends, family, and my therapists to recommend to other clients.",5,headspace-meditation-sleep,493145008,
It’s okay,False,Sariah Kaplan,2020-04-25 07:30:52,Its an okay app and it kinda helps me sleep but a while ago so many things were free but now all the ones that helped me fall asleep right on the spot are now locked and you need to buy them and that’s what I don’t like about this app it’s super pricey and like I said all the good sleep sounds and others you need to pay for this app kinda just gave you great value and all the name brands are too expensive!!! 😐😤,3,headspace-meditation-sleep,493145008,
Worth It,False,MrsKamran,2020-03-04 15:11:10,"I’m not kidding when I say this is the best money I’ve spent in a long time! Before this I never meditated. It has truly changed me for the better. I am more present, able to focus my thoughts and control my chronic pain. Thank you so much to Andy and all the talented contributors for this wondrous gift. Love and light to you all!",5,headspace-meditation-sleep,493145008,
Love the mental and physical aspect,False,kstonepharm,2020-03-20 18:56:29,"I really love that you added some great workouts! Please keep that up! I’m a 26 year old healthcare professional and I would love to see more of those. I like how don’t require a lot of equipment and I really get a sweat on, especially with the “difficult” workouts. It would be great to see a movement video added daily or every week at least. ☺️",4,headspace-meditation-sleep,493145008,
My anxiety,False,Mintfarmer,2020-02-18 01:36:08,When I first started Headspace I was looking for something to help me deal with my anxiety and stress. Overall this app is amazing because it organizes different categories so many ways that are very helpful and easy to understand. You should definitely get this meditation app!        ❤️     This review was by a 5th grader,5,headspace-meditation-sleep,493145008,
"Great Meditation, support is a headache",False,Number55Josh,2020-02-07 07:31:53,"I casual used the app, which has great walk through meditations and plenty of different varieties but when it came down to dealing with support I have yet to get even an email back it’s been about two weeks now. Make sure that when you sign up you disable any type of subscription if your not committed.",4,headspace-meditation-sleep,493145008,
Life changing,False,Lovemdbsgtr,2021-03-02 19:01:40,Headspace for me is life changing. Andy’s voice is so soothing and calming that even in my most anxious moments I am able to unwind and relax. So thankful for this and for the year free because this has been the most difficult year for us financially and business wise with these shutdowns in California affecting our business.,5,headspace-meditation-sleep,493145008,
Best meditation app,False,nmeggh3,2021-02-12 15:17:18,"I love love love Headspace. It is the best meditation out there because it has courses that build on one another, rather than having to select a one off meditation each time. It’s kept me accountable and has deepened my mindfulness practice so much. 10/10 would recommend. Has truly changed my life",5,headspace-meditation-sleep,493145008,
Perfect meditation app!,False,J333H,2021-02-10 19:01:08,Signed up for headspace during the pandemic and it is the best! Their sleep meditation really helps my husband to sleep. I have used some of their meditation courses and those have helped too. Lastly they’ve got some white noise (like Ocean time) that helps our baby sleep as well. Win win for all of us :),5,headspace-meditation-sleep,493145008,
