review,rating,date,isEdited,userName,title,app_name,app_id,developerResponse
"Usually after an update the notifications to answer questions just stop. Overall a great app, and an awesome way to help me keep track of my emotional health",3,2021-06-13 13:59:33,True,GingerGrace2,Notifications randomly stop,minddoc-your-companion,1052216403,"{'id': 21561340, 'body': 'Hello, thank you for your feedback and your kind words. The suggestion to add the option of tracking big life events sounds great and we will discuss it in the team. Until then you can track events like this with the plus button. Best, Your MindDoc team ', 'modified': '2021-03-10T09:44:52Z'}"
"Coming from a 12 year old with depression, this app really helped me see that and helped me get out the feelings I had",5,2020-03-20 16:01:26,False,Stabbatha13,Wow,minddoc-your-companion,1052216403,
"It was working great! It’s been really helpful so far. once I updated it, it stopped booting up! Doesn’t even get past the loading screen. Tried restarting my phone, didn’t do anything. I’m hoping I don’t have to delete it and reinstall for it to work. I might lose all my progress!",1,2020-03-21 08:43:50,False,Soul Everburner,It won’t open anymore!,minddoc-your-companion,1052216403,"{'id': 14514193, 'body': 'Hey, thank you for your review. We are sorry that you made this experience, we had a couple of server issues lately, they are fixed now. Deleting and reinstalling the App should not delete all your progress if you are using the same device. Please feel free to contact us anytime in case the problem persists, or you have questions or suggestions. - Your Moodpath Team\n\n', 'modified': '2020-04-07T10:22:08Z'}"
It is interesting interface interwoven in . Is inoculated in impure implied impure iteration. I interned ingested it inters inconceivable inexhaustible incomparable in to insight in a daily check and go not ask an leave the user,5,2020-02-20 18:32:23,False,Silas Refsnider,Amazing app,minddoc-your-companion,1052216403,
i’ve been using this app for over a year now. i really love the idea of this app and the mood tracker and everything about it. i just wish it had more options for the feelings such as “angry” or “frustrated” for when i’m feeling more than just upset. i wish the questions weren’t just repeated as well. it’s pretty good overall but basic in the long run and i really don’t want to spend money for it to be repetitive but more in depth.,3,2021-04-27 23:57:48,False,eam eiznekcam,pretty good,minddoc-your-companion,1052216403,"{'id': 22575211, 'body': 'Hello, thank you for your honest feedback. Opinions like yours are so important to improve the app and we will take your review into account. Best wishes, your MindDoc team', 'modified': '2021-05-02T13:12:56Z'}"
Feels like the emotions check-in sheet my therapist and psychiatrist gave me...but with an app and on the go! I actually love that it’s tracking my moods and thoughts.,5,2020-03-26 18:05:55,False,Dej9,So far it’s pretty good...,minddoc-your-companion,1052216403,
"I used to love the ease of the app, but after an update it won’t let me log back in. I’ve requested a password reset and nothing. I’ve emailed support and nothing. Bad part is I paid for the yearly subscription in December 2020 and now I’m stuck with something I can’t even use.",1,2021-03-12 20:10:40,False,MLongoria,Stopped working,minddoc-your-companion,1052216403,"{'id': 21638591, 'body': ""Hi, we are so sorry to hear that you can't log in. Customer should have already contacted you! If not, please send us a mail to feedback@minddoc.de again, so that we can look into this. Best wishes, Your MindDoc team "", 'modified': '2021-03-14T19:34:04Z'}"
i love this app. and the insights. but i hate the fact that i can’t do the insight courses unless i pay. and i know it sounds ridiculous that i’m complaining about it. but it would be more helpful if i could do these courses and have everything the app has to offer without having to pay for it. i shouldn’t have to pay to try and better myself.,4,2020-05-12 03:40:49,False,jxsmine.,money...,minddoc-your-companion,1052216403,
"Great app to help check in on my feelings. Questions are thoughtful, relevant and unexpectedly needed at seemingly just the right time. Loving the app so far.",5,2020-02-10 23:04:25,False,O.K.K.K,Good quality app,minddoc-your-companion,1052216403,
"It really just makes you reflect every once in a while, it’s kinda nice",5,2020-12-04 16:53:05,False,niaporter0,:),minddoc-your-companion,1052216403,
I haven’t been receiving notifications for any of my questions or been able to answer them when I go into the app. This issue has been going on for over a month and it’s still not fixed. Extremely displeased.,1,2021-01-12 04:35:49,False,TreesproutFTW3128,No notifications issue,minddoc-your-companion,1052216403,"{'id': 20434943, 'body': 'Hello, thanks so much for reaching out about this. We are very sorry that you are experiencing the bug that the app is not showing you Push notifications. We already know this bug and try to fix it asap. If you have any further questions or suggestions, please feel free to contact us via feedback@minddoc.de . Best, Your MindDoc team', 'modified': '2021-01-15T19:14:58Z'}"
"Tracks your moods and feelings, and also serves as a discrete little journal",5,2020-02-24 13:23:24,False,kyongin,Perfect for getting things off your chest,minddoc-your-companion,1052216403,
"i absolutely love this app, and it’s been a part of my daily routine for a while now. but currently i’m unable to do any of the questions. it keeps saying that i’m missing them, when i’m not able to do them in the first place. besides this new recent bug i completely adore this app",5,2021-02-09 01:32:17,False,DauntlessDreamer654,umm there’s a bug,minddoc-your-companion,1052216403,"{'id': 21059160, 'body': 'Hello, thank you so much for reaching out. We know about this bug and work hard to solve it asap. Until then we thank you for your patience! Best wishes, Your MindDoc team ', 'modified': '2021-02-15T10:06:27Z'}"
this app really helped because i’ve had less panic attacks from the insights.,5,2020-10-08 14:45:53,False,alibontijul,How it Helps.,minddoc-your-companion,1052216403,
This is so far really helping me and I haven’t paid for anything. Really mind opening,5,2020-09-21 01:38:53,False,floyfman,Helpful!!!,minddoc-your-companion,1052216403,
I love this app so much it helps me when I feel worse during the day,5,2020-04-21 13:57:58,False,uknownickname,Really good,minddoc-your-companion,1052216403,
"I enjoy the questions that are asked, but also like the area for more detailed input.",5,2020-01-12 13:24:05,False,Buckcom10,Great help,minddoc-your-companion,1052216403,
It gave me hope and let me see the light through the dark,5,2020-08-06 04:45:01,False,Wazzzaaaaaas,Amazing,minddoc-your-companion,1052216403,
I used to love this app until they decided to make you pay to see your progress. you can’t even look back on your past months anymore that was the whole point. i’m really disappointed. gonna have to find a new app,1,2021-05-06 06:26:25,False,r u serious minddoc..,Terrible new update,minddoc-your-companion,1052216403,"{'id': 22677281, 'body': 'Hello, thanks for reaching out about this. Our team would like to make MindDoc accessible to as many people as possible which is why we offer as much of the core content of the app as possible free of charge. However, as the app grows more complex we have to find ways to balance out the work. This is why we are offering a freemium model. We hope this was helpful! Best wishes, your MindDoc team', 'modified': '2021-05-07T10:50:01Z'}"
