developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
"{'id': 13630412, 'body': 'Thank you for taking the time to write this review. We are truly honored you have chosen Sanvello. Please do not hesitate to reach out to us at info@sanvello.com if you ever have any questions. Have a great day!', 'modified': '2020-02-21T15:47:20Z'}",False,2020-02-20 21:30:30,App actually helped🤞🏻,"I’m not usually the one to write reviews but recently I’ve been struggling and coming across this app has been the best thing that could’ve happened. I took a small step, greater things are coming‼️ best of luck!",HollieMae14,5,sanvello-anxiety-depression,922968861
,False,2020-02-10 14:22:09,"Scientifically credible and effective way to help track your moods, meditate, and receive guidance.",I am a psychology major. I have noticed alot of mental health apps to be really tedious. I like the sinplicity and layout of this app. I also like the categories of emotions as opposed to having a huge plethora of emotions. Great app!,Nate12356453688531,5,sanvello-anxiety-depression,922968861
,False,2020-08-09 23:26:15,Very valuable in today’s world.,They were generous enough to extend help to everyone through quarantine and with other compounded issues this app has been very calming through 2020 so far. Give this one a try it just feels right.,Hirogen777,5,sanvello-anxiety-depression,922968861
"{'id': 18357344, 'body': 'Great feedback. 👀Home screen updates coming soon. \n\n', 'modified': '2020-10-08T19:13:28Z'}",False,2020-10-07 12:09:57,Home page blues,"Upon arrival to the home page, your met with ads and invites for therapy, upgrading and other showcases, I would love to log in and simply see the peaceful items  but still know how to access those other items if needed. Wish we could customize the home page with only areas of interest.",Poki-Mom,3,sanvello-anxiety-depression,922968861
,False,2021-02-10 19:06:37,Genuinely Helps,"I was in a dark place when I downloaded this app. I felt lost, alone, and helpless. I’m not saying that this app cured my depression but I will say that it’s helped me so much. The community is full of compassionate people who make you feel like you’re not alone.",wasuptho,5,sanvello-anxiety-depression,922968861
,False,2021-01-11 18:26:12,Calming me down,"I experienced a frustrating episode this morning, people who tried to overcharge me...... I immediately thought it was my fault. But it wasn’t. I halve dealt with half of It but need to resolve the the other half. This meditation balanced out my anger. Thank you 🙏🏻",Jessegrey,5,sanvello-anxiety-depression,922968861
,False,2020-10-28 05:40:12,Teaches positive thinking,"This app has taught me how to have a more positive outlook on life, myself, people and my surroundings. It has also helped me improve my confidence. It is really good for people who need to learn to de stress and calm themselves down as well as keeping themselves happy and they’re mental health good",nzbahsbshabakklll,5,sanvello-anxiety-depression,922968861
"{'id': 18651721, 'body': ""HIGHLY RECOMMEND reading this review multiple times.  It's gold! 🥇"", 'modified': '2020-10-22T21:59:07Z'}",False,2020-10-20 14:52:48,Extremely effective,"This app is amazingly effective in the moment, and by far better than any other apps I have tried. Having it at your fingertips is extremely helpful. HIGHLY recommend!",Marie Morgan,5,sanvello-anxiety-depression,922968861
,False,2020-05-14 22:56:03,Amazing tool - especially during COVID-19,"This app is amazing. It’s helped me through so much. I’ve survived off the free version, and ever since they made premium free during these times gives me more appreciation for the app. They really do care, and the app makes me feel welcome. I love it!",Instaandrew,5,sanvello-anxiety-depression,922968861
"{'id': 18485203, 'body': 'Hi there!  📱 Our development is investigating this and we hope to have a resolution VERY soon.  Please reach out to info@sanvello.com for updates.', 'modified': '2020-10-14T21:16:38Z'}",False,2020-10-09 17:29:32,Is okay,"Apart from the app having some minor good things, it keeps loging me iut of the system or the account app and i have to keep constantly checking in. Also, i guess my state has only two therapists that i can see or match too for whatever i choose and one of them that is a perfect match is always full. And now im typing this review on white screen and white letter apperantly so idk how it looks grammatically.",Bloody Lover,2,sanvello-anxiety-depression,922968861
,False,2020-05-16 20:32:42,Good system for a blue mood,Think we got premium during pandemic so not sure how much content I’m getting. Great app to keep a emotional log which is important for striving towards understanding your mental roller coaster. Keeping a journal is important but hard to do when your brain is stormy that’s why this is a good tool with its lists of emotions.,buzzimite,4,sanvello-anxiety-depression,922968861
,False,2020-04-14 14:34:00,Extremely helpful,I’ve been depressed my whole life and this tool has actually been helping me with different coping mechanisms and allowing me to figure things out instead of live in a dark place all the time.,jn4488,5,sanvello-anxiety-depression,922968861
,False,2020-04-23 00:02:20,Excellent resource,This app is amazing and has tons of resources to help one cope with different emotional journeys. You will feel calmer and aware of your thoughts and feelings as you do the various exercises. I am happy to use this especially during this time of crisis in our planet.,yuuhgrryioktrf,5,sanvello-anxiety-depression,922968861
"{'id': 18651672, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review!', 'modified': '2020-10-22T21:54:18Z'}",False,2020-10-14 22:43:12,The best app for calming,This is a really great app it is really calm and relaxing you’ll find yourself drifting off and your thoughts it’s the best one I found and it’s free it’s very nice it made me feel calm and I’m never ever feel calm my anxiety is always around the corner,xigzmvzmvzmmvMvMg,5,sanvello-anxiety-depression,922968861
